user_id,parent_asin,rating,timestamp,title,text,label
AGTIO2WD5NFWNXTFO57MJYCA5KWA,B000PKKAGO,4,2007-12-18 09:54:55.000,Sleek and modern,"I am reviewing this on behalf of my boyfriend who is the lucky user of this electric shaver. He still insists that razor a blade gives a closer shave and I agree, the skin is a lot smoother and clearer but this is great for the weekends when he wants to get rid of the stubble and not scratch my face off. This enables him to get a smooth feeling on the skin without stripping and irritating it, and no creams and products are needed. The 3 rotating heads really adjust to the contour of the face and they snap open for easy clean up with water. I've seen him use it and it's a cinch, fast, easy and no mess!<br /><br />Overall this is a great product, it works well and the face feels and looks good afterwards and it takes very little time to use. Better than shaving when it comes to comfort but my man still prefers the razor when he has to shave for work. This makes a great holiday gift, a gadget that people wouldn't run out and buy for themselves necessarily and fun to have as an option in the morning.<br /><br />- Kasia S.",1
AGQ5ERLI2VUZVYLQV5WYJ5TLGVYA,B000PKKAGO,4,2007-12-18 20:19:27.000,Good for the frequent shaver,"The Philips Norelco Arcitec shaving system is designed to look good and feel good in your hand.  It also has handy packaging, coming with two handy storage/charge mounts: one designed to stand up in your bathroom and another secure case for travel.  Both mounts can be plugged in and charge the system.  The only thing I don't like about these mounts is they don't have a space to carry the cleaning brush.  Still, I haven't had to use the cleaning brush yet, since one of the best features of the Arcitec is that it can be cleaned in the tap: you just flip open the blade covers and run water over them.  It cleans nicely.  There is a very nice lcd display that shows how much battery time remains -- and the nice thing in terms of design is that you can't see the display unless it's on.  Otherwise it hides completely beneath the chrome like finish of the handle -- no ugly lcd display turned off.<br /><br />Enough about design: it looks great and feels great and has nice features.  What about function?  Does it shave well?  The answer to that is a bit more complicated.  The simple answer is: it gives a very smooth shave, IF you already have a fairly smooth shave.  If you shave at least once a day and preferably twice a day I find that it keeps the face smooth and polished, and feels very even across the skin and shaves quickly.  If you let it go for a day or two, however, and begin to show some stubble, the Arcitec doesn't like that.  It can run over fairly short stubble over and over again before it finally trims it.  Even the (fairly modest) click out trimmer can't cut significant stubble to a length that can be easily shaved by the Arcitec.  This is unfortunate for me, since I like to let it go a day or two between shaves.  I did, following the directions on the razor, give it about three weeks of solid shaving every day and that certainly did the trick keeping my skin feeling (almost) like a baby's, but I found after a few weeks I wanted to skip a day, and then tried to shave with the Arcitec and needed to pull out my disposable razor to finish the job.  (I should mention that I once had a much cheaper razor -- you know, the $30 variety -- that I got for Christmas several years ago and it did seem to have greater tolerance for longer stubble.  With that I could get away with shaving every couple of days.)<br /><br />So, to sum up: this razor is very well designed for the basic application of shaving at least once a day.  Very good for the distinguished gentleman, let's say.  But for those a bit rough around the edges (or, as someone might put the point less charitably) for those who are too lazy to shave every day, it may not be the ideal choice.",1
AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,B000FEF1V4,4,2008-03-05 15:07:32.000,A great way to trim your beard!,"This is a great way to trim your beard. A definite step up from traditional trimmers. The magic in it is the vacuum that captures and stores trimmed beard and mustache hair instead of letting it fall into your sink to make a mess. You don't make your lady mad, and everyone is happy.<br /><br />The trimmer itself fits comfortably in your hand. It has an detachable cord that allows the unit to be charged. It can operate on the cord or off it's batteries for cordless use. The trimmer is NOT submersible.<br /><br />The attached guard can be adjusted to 9 length settings with a rotating selector. It can also be taken off for trimming necklines or other areas. There is also a separate smaller attachment that can be used for precision cuts.<br /><br />The vacuum is power and made more powerful over earlier models through the use of the ""Turbo"" button that amps up the cutting power and vacuum power substantially.  When you are done cutting your hairs are captured in a removable tray for disposal. There are still a few hairs that don't get sucked up but it a huge improvement over using trimmers without suction.<br /><br />The only negatives are that the hair capture cup is a tad small. There is also a plastic piece that guides hair into the cup that makes neck and cheek-line trimming a little tricky until you get the hang of it.<br /><br />Overall a great trimmer for those of us real men with beards. A must have!!",1
AGQ5ERLI2VUZVYLQV5WYJ5TLGVYA,B000UK2VRK,4,2008-07-09 20:53:14.000,"Works great for me -- I like the smell of the lotion, and the smoothness it brings to the shave","This is another excellent shaving product from Philips -- it cuts like an ordinary shaver, but with the added benefit of lubrication that helps it to shave smoothly.  My skin doesn't get irritated or dry, and the lubrication seems to help the shave to go more quickly.  I've tried other brands of shavers and this one seems to work the best.<br /><br />This package comes with a squeeze bottle full of a very pleasant smelling lotion, that you inject into the back of the shaver.  Then, when you are shaving, you just press a button and it releases enough lotion to lubricate about one third of the face.  When it starts to feel like a dry shave, you press the button again and finish up.<br /><br />I have found that the amount of lotion you can inject into the shaver is enough for about 5 to 6 shaves.  The shaver comes with a small sample bottle of the lotion -- and I guess one drawback is that you have to keep buying the lotion, unless you want to use this like an ordinary dry shaver.  I've tried that too and it seems to work as well as any other shaver I've tried.  I prefer, though, to use the lotion.  It feels good and has a nice aftershave smell that my wife also likes -- that's good enough for me.<br /><br />Because the system is water resistant, you can shave in the shower, and you can wash it off in water when you are finished.  The extendable trimmer isn't very useful, but I've never seen a shaver where they are.  It comes fully recharged and after about two weeks of using it about every other day it is still working well -- I haven't charged it yet.  I do wish there was some kind of indicator on the unit that would let me know how much charge remains, but all in all I am quite happy with this.",1
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B000HHANVW,2,2009-05-07 12:35:51.000,Avoid. Buy a 'true' Sonicare,"The lifespan of this device seems to be quite limited. A couple of years ago, I bought 2 of these for my 2 boys. One of them stopped working after a couple of weeks - was able to return it to Amazon and get a replacement - and the other stopped after a little over one month. The replacement stopped working after about one month as well.<br /><br />The big problem with this toothbrush is the battery compartment. Since it's using 'throw away' batteries, a bad thing by itself, there is a need for a lid to allow removal/insertion of batteries. At this price, the lid does not close tightly and water creeps in. Eventually, the entire thing stops working.<br /><br />Pros for this toothbrush:<br />- low price.<br /><br />Cons:<br />- short life due to almost inevitable water damage<br />- use of 'throw away' batteries<br /><br />My recommendation: avoid.<br /><br />Spend a few more and get a true Sonicare. You won't regret it. I've been using Sonicare tooth brushes for almost 10 years now. My first one was replaced after more than 5 years, mostly because I wanted a new one. My current is alive and kicking and it's likely to last for many more years if I don't choose to replace it.",0
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B002C741NG,4,2009-08-09 18:19:06.000,"Hello QC5055, Goodbye Flowbee :)","For more than one reason, I haven't seen the insides of a hair-cuttery in more than a decade. Flowbee was my trusted hair-management solution for all these years until I had the opportunity to try Norelco's 'Power Hair Clipper', model QC5055.<br /><br />I am unlikely to ever return to Flowbee now because the QC5055 does the job much faster, it's less noisy and delivers a much better quality haircut.<br /><br />Operation:<br /><br />Once charged, all you need to do is attach the proper comb (see below), select the desired hair length and proceed with cutting.<br /><br />Hair-cutting tends to be a borderline traumatic experience for me - I'm a long hair type person - but this was a near-painless experience. I am looking forward to more future haircuts. It goes fast, smooth and easy. From time to time, you may have to clean the comb and/or the clipping attachment but that can be done quickly and easily. My wife gave me a near-professional-quality haircut in about 10-15 minutes and finished me with sufficient momentum to place our 12 yr. son under the cutter and 'even him out' as well.<br /><br />What you get:<br /><br />- The hair clipper body hosting the rechargeable batteries.<br />- The clipping attachment<br />- Stainless steel, self-sharpening cutting blades<br />- Large comb<br />- Small comb<br />- Stubble comb<br />- Charger<br />- Cleaning brush<br />- English/Spanish instructions<br />- Registration card with $20 coupon offer<br /><br />Some specs:<br /><br />- Battery life is rated at about 35 minutes.<br />- Charge time is 10 hours.<br />- Cuts hair from .12 in./3 mm to 1.61 in./41 mm.<br />- 15 length settings between the 3 combs (seven on each of the large and small combs plus the stubble comb)<br /><br />Returns and warranties:<br /><br />There's a 45-day money back guarantee promise if the customer can provide proof of purchase and ships the item, insured, to Norelco at own expense.<br /><br />The 2-year warranty promises to replace defective products for as long as the customer didn't do anything 'unreasonable' and he/she paid for shipping the item to Norelco, preferably insured. Proof of purchase, of course, is a must.<br /><br />What I liked:<br /><br />Other than the surprising ease of use and operation and the quality of the haircut, I liked the easy cleaning and maintenance and the fact that, if needed, it can operate in a 'corded' mode. The comfortable, rubberized grip makes hair cutting, even self-cutting easy and efficient.<br /><br />The brief manual is written in good English and is very good at illustrating cleaning and assembly and has very good advice on maintenance, preserving battery life and even some haircutting tips.<br /><br />Issues:<br /><br />My big problem and the only one so far is the lack of some case or storage box. With so many parts of which some are small and/or fragile, not providing some way to store them, protect them and keeping them organized is inexcusable.<br /><br />Rating:<br /><br />This would have been an easy 5-star if it came with a case. Since it doesn't, it gets 4.<br /><br />I still recommend the QC5055 most highly but be prepared to supply your own box or pouch - I did - or risk losing combs or the cleaning tools or maybe misplace the essential charger.",1
AEYERBW72D3BWUI4EVNBONPQWQYQ,B002C741NG,5,2009-08-12 19:13:45.000,Good Investment for Tough Times,"Money is tight and I'm trying to save pennies wherever I can. My son and I need haircuts every 3-4 weeks, so the dollars add up.<br /><br />These clippers make a lot of sense (cents? sorry). :)<br /><br />There's not a ton of difference between me telling the girl at Supercuts to ""use the #3 clippers on the sides and blend it on top"" versus doing it at home, except maybe the mess. These clippers surprised me though, because they don't throw the hair all over the room the way other clippers do.<br /><br />These clippers come with three different attachments: two for different hair lengths and one for a ""stubble"" finish. The attachments impressed me, because they were rigid enough to maintain a consistent length. I've had other trimmers where they were flimsy enough that applying pressure to the attachment would force it to cut shorter, which can be disastrous. I was also impressed with how well they clicked from setting to setting; the settings don't matter much if you can't click back to the one you want next time you use them.<br /><br />I was happy to see that you could clean these clippers under a running faucet. It made it a lot easier to get a good clean result when I was done.<br /><br />Finally, I was glad to see that I could use these clippers on my facial hair too. I don't like having different gadgets for different things, so it's nice to be able to use these clippers on my beard as well.<br /><br />_______________________________________<br />UPDATE:  7/19/2010<br /><br />I was using the trimmer this morning and thought maybe I should post an update on this review.  I still LOVE this trimmer, but the rechargeable battery has pretty much pooped out.  I'm really glad this trimmer isn't like other rechargeable devices where you can't use them and charge them at the same time.  So I just plug it in to use it...no big deal.<br /><br />The other thing to mention is that the combs are starting to get a little floppy, so I have to be more careful not to apply much pressure.  I scalped myself a little while trimming my beard today.  No big deal this time, because the beard grows so quickly.<br /><br />Bottom line...nearly a year later with LOTS of use and I still really like this product.  It won't last forever, but it's still pretty reliable.",1
AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,B002C741NG,4,2009-08-27 13:30:34.000,"Great hair cutter, easy to use.","My wife is a professional hair stylist. She cuts my hair every 2-3 weeks and relies heavily on using electric shears to do so.  This unit works very well. It can work plugged in, or with battery, which should give you about 40 minutes of time per charge.<br /><br />The shears are sharp and do a great job of cutting through my thick hair. The attachments are also very nice. Unlike other units that have 6 or 7 different guards depending on what you want to do. It has a fixed length one, a short variable one, and a long variable one. For my hair she used the short variable one.  The settings go from 1/16 of a inch up to about 3/4 inch, and the long variable one goes up from there.<br /><br />Having the variable length guards is great as it reduces the number of guards you need and allows you to change lengths on the fly.<br /><br />Using the shears without the guard is also good for trimming to the skinline, edging and shaping.<br /><br />The only complaint my wife had is that she wishes it were a little more powerful on battery, but wasn't really lacking in power, it is just that she usually uses professional shears. This unit is actually as powerful or more powerful than most shears you buy at walmart or the like.<br /><br />Overall a great shear for home hair cutting.",1
AF7R2ZFZ65KMPMZWIR3QPH7GJ2GQ,B000GBICYE,5,2009-10-17 14:16:59.000,Great Product. Great Price. Great Results.,"My family has used Oral B rechargeable toothbrushes for years.  We end up replacing them after about 3 years or so, but, at a price under $20 each, it still is cheaper than a Sonicare.  The replacement head brushes are about the same price as the more expenseive rechargeables, and we purchase them at Sam's and on line.  And, in the end, the results are what matter.  No one in our family has had a cavity in over 7 years.  Some of that has to be the results of a good toothbrushing (especially with my children).",1
AESIZ3ATHVPMZM5NI6ZJOZBH547A,B000Q9AKVE,4,2009-12-28 20:58:37.000,Would never go back to regular razors...,"I've had my eye on this for awhile, and finally got it for Christmas. There were a few key reasons I wanted one. First, wet/dry shaving sounded great, especially dry without wasting water down the drain. Also, the cost of replacement razors for the venus and similar items is ridiculous, so I'd only change it when it got very dull. Plus, I hated throwing away the plastic and adding to the landfills. The reviews of this seemed promising, and I'm glad to say, I definitely agree!<br /><br />The razor works really well dry shaving, and its so much easier then balancing precariously on one foot in a wet shower. Not too loud, once you get started you forget it's making any noise. According to the package, you need to replace the foils once a year and the razors in the machine every two years. Imagine the money I'll save! Especially if you go thru multiple 8 packs of venus razors a year. It doesn't get as close a shave as the regular razor, but thats not a big deal for me. I'll use this on a normal basis and get out the razor when I need the babysoft feel.<br /><br />I'm a big fan, and will never go back to using traditional razors full time.",1
AE4RCXOAUIMZQAKJLJB7O24OM5FA,B003GWFFPE,5,2010-05-24 13:13:42.000,Salon chair floor protector...,"I bought a styling chair a few years ago, and the rubber ring never fit properly. This one went on reasonably easy, and fits like a glove.",1
AHHWI6X47RXVMZOZCKRZCGZG36CQ,B00009RB1I,5,2010-06-12 16:27:11.000,Great Product Highly Recommended,"This seems better than Remington Razor Lube, and at a better price.  Quiets the razor and helps the expensive blades last longer. Easy to use and doesn't smell bad, though do not breath it. A quick shot after each shave and after periodic full cleanings helps shavers and trimmers work better and longer than if you did not use a lubricant.  I have used this type of lubricant for years and my razors and trimmers last longer than my sons who do not use them. it is an inexpensive investment to prolong the life of your daily used investments.",1
AGAHOB2F6HTESTTKDVZNQRS3KEZA,B00168F4VK,1,2010-06-17 17:13:34.000,Dont bother,"The quickest waste of money I have ever spent on just about anything.  Instead of purchasing this, wet down 20 $1 bills and mold them into the rough shape of this footrest.  Then stick the wad of wet-paper to the wall of your shower - TA DA - you already have something that sticks to the wall better than this plastic number.  We have clean, non-porous walls (single sheets of acrylic) and this ""step"" (and I use that word lightly) still slid down, at one point all on its own with no weight put on it.  If you are willing to glue this to a wall, you may actually have a chance at using it - otherwise: save your money.",0
AHHWI6X47RXVMZOZCKRZCGZG36CQ,B000FEF1V4,4,2010-06-21 05:30:30.000,"Very nice, but...","I own an earlier model, which I prefer, but the battery died. The hair catcher was a cup that could be removed and be easily dumped into a waste basket; this model has a fragile door, the hairs do not easily come out or off of the filter and tapping the unit could damage it. Both shavers require a light pressure or the setting can suddenly change to a shorter length.  Turbo speed is really not necessary. Nice 70 minute charge, comfortable to hold, and attractive style.  Overall, I feel it will work well but I am leary of the shavings door. It does a nice job, as I expected. I have no experience with any other brand to compare.  I suggest a can of compressed air be handy and to blow the shavings out after each use, which defeats the neatness of the vacuum collection, but blow lightly over a waste basket.",1
